name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Klink,599,steel,,"['Plus', 'Minus', 'Clear Body']",5,0,300,130,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,Gear Pokémon,70,1059860,0.3,40,Giaruギアル,,45,60,30,21
Klang,600,steel,,"['Plus', 'Minus', 'Clear Body']",5,0,440,60,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,Gear Pokémon,95,1059860,0.6,60,Gigiaruギギアル,,70,85,50,51
Klinklang,601,steel,,"['Plus', 'Minus', 'Clear Body']",5,0,520,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,,70,85,90,81
Tynamo,602,electric,,['Levitate'],5,0,275,190,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,EleFish Pokémon,40,1250000,0.2,35,Shibishirasuシビシラス,50,45,40,60,0.3
Eelektrik,603,electric,,['Levitate'],5,0,405,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,EleFish Pokémon,70,1250000,1.2,65,Shibibeelシビビール,50,75,70,40,22
Eelektross,604,electric,,['Levitate'],5,0,515,30,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,EleFish Pokémon,80,1250000,2.1,85,Shibirudonシビルドン,50,105,80,50,80.5
Elgyem,605,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",5,0,335,255,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,Cerebral Pokémon,55,1000000,0.5,55,Ligrayリグレー,50,85,55,30,9
Beheeyem,606,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",5,0,485,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,Cerebral Pokémon,75,1000000,1,75,Ohbemオーベム,50,125,95,40,34.5
Litwick,607,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,0,275,190,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,Candle Pokémon,55,1059860,0.3,50,Hitomoshiヒトモシ,50,65,55,20,3.1
Lampent,608,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,0,370,90,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,Lamp Pokémon,60,1059860,0.6,60,Lamplerランプラー,50,95,60,55,13
Chandelure,609,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,0,520,45,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,Luring Pokémon,90,1059860,1,60,Chandelaシャンデラ,50,145,90,80,34.3
Axew,610,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,0,320,75,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,Tusk Pokémon,60,1250000,0.6,46,Kibagoキバゴ,50,30,40,57,18
Fraxure,611,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,0,410,60,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,Axe Jaw Pokémon,70,1250000,1,66,Onondoオノンド,50,40,50,67,36
Haxorus,612,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,0,540,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,50,60,70,97,105.5
Cubchoo,613,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",5,0,305,120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,Chill Pokémon,40,1000000,0.5,55,Kumasyunクマシュン,50,60,40,40,8.5
Beartic,614,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",5,0,505,60,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,50,70,80,50,260
Cryogonal,615,ice,,['Levitate'],5,0,515,25,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,,95,135,105,148
Shelmet,616,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",5,0,305,200,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,50,40,65,25,7.7
Accelgor,617,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",5,0,495,75,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,50,100,60,145,25.3
Stunfisk,618,ground,electric,"['Static', 'Limber', 'Sand Veil']",5,0,471,75,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,50,81,99,32,11
Mienfoo,619,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",5,0,350,180,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,50,55,50,65,20
Mienshao,620,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",5,0,510,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,50,95,60,105,35.5
Druddigon,621,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",5,0,485,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,50,60,90,48,139
Golett,622,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",5,0,303,190,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,Automaton Pokémon,50,1000000,1,59,Gobitゴビット,,35,50,35,92
Golurk,623,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",5,0,483,90,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,,55,80,55,330
Pawniard,624,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",5,0,340,120,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,50,40,40,60,10.2
Bisharp,625,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",5,0,490,45,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,50,60,70,70,70
Bouffalant,626,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",5,0,490,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,50,40,95,55,94.6
Rufflet,627,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",5,0,350,190,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,100,37,50,60,10.5
Braviary,628,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",5,0,510,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,100,57,75,80,41
Vullaby,629,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",5,0,370,190,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,0,45,65,60,9
Mandibuzz,630,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",5,0,510,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,0,55,95,80,39.5
Heatmor,631,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",5,0,484,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,50,105,66,65,58
Durant,632,bug,steel,"['Swarm', 'Hustle', 'Truant']",5,0,484,90,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,50,48,48,109,33
Deino,633,dark,dragon,['Hustle'],5,0,300,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,50,45,50,38,17.3
Zweilous,634,dark,dragon,['Hustle'],5,0,420,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,50,65,70,58,50
Hydreigon,635,dark,dragon,['Levitate'],5,0,600,45,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,50,125,90,98,160
Larvesta,636,bug,fire,"['Flame Body', 'Swarm']",5,0,360,45,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,Torch Pokémon,55,1250000,1.1,55,Merlarvaメラルバ,50,50,55,60,28.8
Volcarona,637,bug,fire,"['Flame Body', 'Swarm']",5,0,550,15,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,50,135,105,100,46
Cobalion,638,steel,fighting,['Justified'],5,1,580,3,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,,90,72,108,250
Terrakion,639,rock,fighting,['Justified'],5,1,580,3,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,,72,90,108,260
Virizion,640,grass,fighting,['Justified'],5,1,580,3,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,Grassland Pokémon,72,1250000,2,91,Virizionビリジオン,,90,129,108,200
Tornadus,641,flying,,"['Prankster', 'Defiant', 'Regenerator']",5,1,580,3,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,Cyclone Pokémon,80,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,100,110,90,121,63
Thundurus,642,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",5,1,580,3,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,Bolt Strike Pokémon,70,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,100,145,80,101,61
Reshiram,643,dragon,fire,['Turboblaze'],5,1,680,3,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,,150,120,90,330
Zekrom,644,dragon,electric,['Teravolt'],5,1,680,3,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,,120,100,90,345
Landorus,645,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",5,1,600,3,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,Abundance Pokémon,90,1250000,1.5,89,Landlos (keshin Forme)ランドロス,100,105,80,91,68
Kyurem,646,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",5,1,700,3,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,Boundary Pokémon,90,1250000,3,125,Kyuremキュレム,,170,100,95,325
Keldeo,647,water,fighting,['Justified'],5,1,580,3,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,Colt Pokémon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,,129,90,108,48.5
Meloetta,648,normal,psychic,['Serene Grace'],5,1,600,3,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,Melody Pokémon,90,1250000,0.6,100,Meloetta (step Forme)メロエッタ,,77,77,128,6.5
Genesect,649,bug,steel,['Download'],5,1,600,3,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,,120,95,99,82.5
Chespin,650,grass,,"['Overgrow', 'Bulletproof']",6,0,313,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,Spiky Nut Pokémon,65,1059860,0.4,56,Harimaronハリマロン,88.1,48,45,38,9
Quilladin,651,grass,,"['Overgrow', 'Bulletproof']",6,0,405,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,Spiny Armor Pokémon,95,1059860,0.7,61,Hariborgハリボーグ,88.1,56,58,57,29
Chesnaught,652,grass,fighting,"['Overgrow', 'Bulletproof']",6,0,530,45,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,Spiny Armor Pokémon,122,1059860,1.6,88,Brigarronブリガロン,88.1,74,75,64,90
Fennekin,653,fire,,"['Blaze', 'Magician']",6,0,307,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,Fox Pokémon,40,1059860,0.4,40,Fokkoフォッコ,88.1,62,60,60,9.4
Braixen,654,fire,,"['Blaze', 'Magician']",6,0,409,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,Fox Pokémon,58,1059860,1,59,Tairenarテールナー,88.1,90,70,73,14.5
Delphox,655,fire,psychic,"['Blaze', 'Magician']",6,0,534,45,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,Fox Pokémon,72,1059860,1.5,75,Mahoxyマフォクシー,88.1,114,100,104,39
Froakie,656,water,,"['Torrent', 'Protean']",6,0,314,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,Bubble Frog Pokémon,40,1059860,0.3,41,Keromatsuケロマツ,88.1,62,44,71,7
Frogadier,657,water,,"['Torrent', 'Protean']",6,0,405,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,Bubble Frog Pokémon,52,1059860,0.6,54,Gekogashiraゲコガシラ,88.1,83,56,97,10.9
Greninja,658,water,dark,"['Torrent', 'Protean', 'Battle Bond']",6,0,640,45,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,Ninja Pokémon,67,1059860,1.5,72,Gekkougaゲッコウガ,88.1,153,71,132,40
Bunnelby,659,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",6,0,237,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,Digging Pokémon,38,1000000,0.4,38,Horubeeホルビー,50,32,36,57,5
Diggersby,660,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",6,0,423,127,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,Digging Pokémon,77,1000000,1,85,Horudoホルード,50,50,77,78,42.4
Fletchling,661,normal,flying,"['Big Pecks', 'Gale Wings']",6,0,278,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,Tiny Robin Pokémon,43,1059860,0.3,45,Yayakomaヤヤコマ,50,40,38,62,1.7
Fletchinder,662,fire,flying,"['Flame Body', 'Gale Wings']",6,0,382,120,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,Ember Pokémon,55,1059860,0.7,62,Hinoyakomaヒノヤコマ,50,56,52,84,16
Talonflame,663,fire,flying,"['Flame Body', 'Gale Wings']",6,0,499,45,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,Scorching Pokémon,71,1059860,1.2,78,Fiarrowファイアロー,50,74,69,126,24.5
Scatterbug,664,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6,0,200,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,Scatterdust Pokémon,40,1000000,0.3,38,Kofukimushiコフキムシ,50,27,25,35,2.5
Spewpa,665,bug,,"['Shed Skin', 'Friend Guard']",6,0,213,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,Scatterdust Pokémon,60,1000000,0.3,45,Kofuuraiコフーライ,50,27,30,29,8.4
Vivillon,666,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6,0,411,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,Scale Pokémon,50,1000000,1.2,80,Viviyonビビヨン,50,90,50,89,17
Litleo,667,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",6,0,369,220,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,Lion Cub Pokémon,58,1059860,0.6,62,Shishikoシシコ,11.2,73,54,72,13.5
Pyroar,668,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",6,0,507,65,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,Royal Pokémon,72,1059860,1.5,86,Kaenjishiカエンジシ,11.2,109,66,106,81.5
Flabébé,669,fairy,,"['Flower Veil', 'Symbiosis']",6,0,303,225,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,Single Bloom Pokémon,39,1000000,0.1,44,Flabebeフラベベ,0,61,79,42,0.1
Floette,670,fairy,,"['Flower Veil', 'Symbiosis']",6,0,551,120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,Fairy Pokémon,67,1000000,0.2,74,Floetteフラエッテ,0,125,128,92,0.9
Florges,671,fairy,,"['Flower Veil', 'Symbiosis']",6,0,552,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,Garden Pokémon,68,1000000,1.1,78,Florgesフラージェス,0,112,154,75,10
Skiddo,672,grass,,"['Sap Sipper', 'Grass Pelt']",6,0,350,200,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,Mount Pokémon,48,1000000,0.9,66,Meecleメェークル,50,62,57,52,31
Gogoat,673,grass,,"['Sap Sipper', 'Grass Pelt']",6,0,531,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,Mount Pokémon,62,1000000,1.7,123,Gogoatゴーゴート,50,97,81,68,91
Pancham,674,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",6,0,348,220,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,Playful Pokémon,62,1000000,0.6,67,Yanchamヤンチャム,50,46,48,43,8
Pangoro,675,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",6,0,495,65,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,Daunting Pokémon,78,1000000,2.1,95,Gorondaゴロンダ,50,69,71,58,136
Furfrou,676,normal,,['Fur Coat'],6,0,472,160,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,Poodle Pokémon,60,1000000,1.2,75,Trimmienトリミアン,50,65,90,102,28
Espurr,677,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",6,0,355,190,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,Restraint Pokémon,54,1000000,0.3,62,Nyasperニャスパー,50,63,60,68,3.5
Meowstic,678,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",6,0,466,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,Constraint Pokémon,76,1000000,0.6,74,Nyaonixニャオニクス,50,83,81,104,8.5
Honedge,679,steel,ghost,['No Guard'],6,0,325,180,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,Sword Pokémon,100,1000000,0.8,45,Hitotsukiヒトツキ,50,35,37,28,2
Doublade,680,steel,ghost,['No Guard'],6,0,448,90,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,Sword Pokémon,150,1000000,0.8,59,Nidangillニダンギル,50,45,49,35,4.5
Aegislash,681,steel,ghost,['Stance Change'],6,0,520,45,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,Royal Sword Pokémon,50,1000000,1.7,60,Gillgardギルガルド,50,150,50,60,53
Spritzee,682,fairy,,"['Healer', 'Aroma Veil']",6,0,341,200,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,Perfume Pokémon,60,1000000,0.2,78,Shushupuシュシュプ,50,63,65,23,0.5
Aromatisse,683,fairy,,"['Healer', 'Aroma Veil']",6,0,462,140,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,Fragrance Pokémon,72,1000000,0.8,101,Frefuwanフレフワン,50,99,89,29,15.5
Swirlix,684,fairy,,"['Sweet Veil', 'Unburden']",6,0,341,200,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,Cotton Candy Pokémon,66,1000000,0.4,62,Peroppafuペロッパフ,50,59,57,49,3.5
Slurpuff,685,fairy,,"['Sweet Veil', 'Unburden']",6,0,480,140,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,Meringue Pokémon,86,1000000,0.8,82,Peroreamペロリーム,50,85,75,72,5
Inkay,686,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",6,0,288,190,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,Revolving Pokémon,53,1000000,0.4,53,Maaiikaマーイーカ,50,37,46,45,3.5
Malamar,687,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",6,0,482,80,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,Overturning Pokémon,88,1000000,1.5,86,Calamaneroカラマネロ,50,68,75,73,47
Binacle,688,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",6,0,306,120,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,Two-Handed Pokémon,67,1000000,0.5,42,Kameteteカメテテ,50,39,56,50,31
Barbaracle,689,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",6,0,500,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,Collective Pokémon,115,1000000,1.3,72,Gamenodesガメノデス,50,54,86,68,96
Skrelp,690,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",6,0,320,225,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,Mock Kelp Pokémon,60,1000000,0.5,50,Kuzumoクズモー,50,60,60,30,7.3
Dragalge,691,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",6,0,494,55,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,Mock Kelp Pokémon,90,1000000,1.8,65,Dramidoroドラミドロ,50,97,123,44,81.5
Clauncher,692,water,,['Mega Launcher'],6,0,330,225,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,Water Gun Pokémon,62,1250000,0.5,50,Udeppouウデッポウ,50,58,63,44,8.3
Clawitzer,693,water,,['Mega Launcher'],6,0,500,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,Howitzer Pokémon,88,1250000,1.3,71,Blosterブロスター,50,120,89,59,35.3
Helioptile,694,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",6,0,289,190,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,Generator Pokémon,33,1000000,0.5,44,Erikiteruエリキテル,50,61,43,70,6
Heliolisk,695,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",6,0,481,75,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,Generator Pokémon,52,1000000,1,62,Elezardエレザード,50,109,94,109,21
Tyrunt,696,rock,dragon,"['Strong Jaw', 'Sturdy']",6,0,362,45,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,Royal Heir Pokémon,77,1000000,0.8,58,Chigorasチゴラス,88.1,45,45,48,26
Tyrantrum,697,rock,dragon,"['Strong Jaw', 'Rock Head']",6,0,521,45,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,Despot Pokémon,119,1000000,2.5,82,Gachigorasガチゴラス,88.1,69,59,71,270
Amaura,698,rock,ice,"['Refrigerate', 'Snow Warning']",6,0,362,45,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,Tundra Pokémon,50,1000000,1.3,77,Amarusアマルス,88.1,67,63,46,25.2
